ID,Category,Question,Answer
73,TSA,Đăng ký xong bao lâu thì em nhận được thông báo thông tin phòng thi?,"Trong vòng 2 tuần trước ngày thi chính thức, thí sinh sẽ nhận được thông tin Giấy báo dự thi online vào email (đã đăng ký) và đồng thời tại hồ sơ tài khoản trên website tsa.hust.edu.vn. Thí sinh ghi nhớ các thông tin trên Giấy báo dự thi để biết và đến địa điểm thi đúng thời gian, gồm:

Địa điểm thi: Tại phòng thi số … Tòa nhà …. Trường đại học ….

Số báo danh: TSAxxxxxxxx

Các thông tin khác (Họ tên, ngày sinh, ảnh…): Sẽ được dùng để in chứng chỉ TSA.

Để chủ động kiểm tra chi tiết kế hoạch thi, thí sinh có thể chọn mục “Chờ thủ tục” và chọn “Xem kế hoạch” "
74,TSA,"Em đăng kí thì phần chọn địa điểm thi, nhưng chỉ ghi là khu vực quận nào? Vậy địa chỉ chính xác là ở đâu ạ?",Hệ thống sẽ gửi lại địa điểm thi và thông tin phòng thi cho em trong giấy báo dự thi online qua email đã đăng ký và và đồng thời tại hồ sơ tài khoản trên website tsa.hust.edu.vn.
75,TSA,Em đăng ký ca thi thành công và đã nộp lệ phí nhưng ngày thi bị trùng lịch thi học kỳ. Em có thể đổi ca thi hay hoàn lại lệ phí không?,"Các trường hợp bất khả kháng bị trùng lịch thi, thí sinh có thể gửi email đến ban TSHN tuyensinh@hust.edu.vn để được hỗ trợ đổi lịch thi phù hợp."
76,TSA,"Em tải file ảnh em tải lên hệ thống bị báo lỗi, nguyên nhân vì sao?","Các file ảnh khi tải lên hệ thống thường ghi nhận lỗi do các nguyên nhân sau

– Đặt sai tên file: Tên các file tải lên là tiếng việt không dấu, không dấu cách. VD: abc, 1, 2, 3. Không đặt tên là “Ảnh đại diện”, hay “nguyễn văn x” sẽ bị lỗi khi tải lên

– Ảnh sai kích thước: Kích thước ảnh thẻ 3×4. Thí sinh tải lên ảnh thẻ theo mẫu, ảnh chụp này sẽ sử dụng để làm thẻ dự thi và kiểm tra khi trúng tuyển 

– Ảnh vượt quá dung lượng cho phép: Kích thước file dưới 2 MB (để giảm dung lượng file, cách đơn giản nhất là thí sinh tải ảnh lên facebook và tải về lại máy tính rồi upload lên)

– Ảnh không đủ chất lượng: Ảnh chụp CCCD phải rõ ràng, đầy đủ thông tin, không bị cắt, bị mờ, bị tối hoặc lóa sáng. Chỉ chụp riêng CCCD không để lẫn các đồ vật khác vào ảnh"
77,TSA,"Em không có điện thoại di động để lập tài khoản?

","Nếu không có số điện thoại cá nhân, em có thể sử dụng điện thoại của người thân (bố, mẹ, người bảo mẫu…). Đây nên là số thường xuyên liên lạc

"
78,TSA,"Em không tìm được địa chỉ Quận/huyện trên hệ thống?

","Trong trường hợp này, em chọn “Khác” và nhập tên Phường/Xã ở ô Số nhà, tên đường.

* Lưu ý khi điền địa chỉ thường trú và địa chỉ liên lạc

    Trường hợp nếu đã chọn Phường/Xã ở ô trên thì không cần nhập lại tên Phường/Xã ở ô Số nhà, tên đường.
    Trường hợp nếu tại ô Phường/Xã chọn Khác thì phải nhập tên Phường/Xã ở ô Số nhà, tên đường.
    Địa chỉ này được dùng để gửi giấy báo dự thi, phiếu điểm và liên hệ khi cần thiết.
"
79,TSA,Em có thể nộp lệ phí bằng những cách nào?,"Với phương thức thanh toán online, thí sinh có thể sử dụng 1 trong 3 phương thức:

(1) Thanh toán bằng Thẻ nội địa (Sử dụng thẻ ATM của ngân hàng)

Nếu thẻ ngân hàng gặp lỗi không thể thực hiện giao dịch, nguyên nhân có thể do tài khoản chưa đăng ký SMS banking để nhận mã OTP hoặc số điện thoại nhận OTP là số khác, thí sinh liên hệ tới Hotline của ngân hàng phát hành thẻ để được hỗ trợ)

(2) Thanh toán bằng Thẻ quốc tế (Thẻ tín dụng Visa, Mastercard)

(3) Thanh toán bằng ví Foxpay

*Lưu ý: Trong quá trình thanh toán không tắt trình duyệt đang đăng ký và cần thanh toán lệ phí trước ngày được thông báo trên hệ thống để hoàn thành hồ sơ dự thi"
80,TSA,Em đã đăng ký tài khoản nhưng không nhận được email hay mã kích hoạt hoặc em đăng nhập thất bại?,"Trước hết, thí sinh phải đảm bảo mình đã điền đúng địa chỉ email hoặc dùng đúng địa chỉ email đang hoạt động. 

Nếu email đúng, hãy kiểm tra Hộp thư (Inbox), Quan trọng (Important) hay Thư rác (Spam) hoặc sử dụng chức năng tìm kiếm tiêu đề email “Xác thực/Cập nhật tài khoản” được gửi từ 

Mail Hệ thống thi TSA HUST <tsa-confirm@hust.edu.vn> và làm theo hướng dẫn kích hoạt. 

Lưu ý: Thí sinh sẽ nhấn vào dòng chữ “Tiếp tục thực hiện Xác thực Email” và sau đó đăng nhập đúng mật khẩu đã đặt. 

Khi đăng nhập, các chữ cái viết Hoa, viết thường… trong email và mật khẩu phải chính xác. Hệ thống sẽ thông báo đăng nhập thất bại nếu bạn nhầm lẫn giữa chữ viết Hoa và viết thường trong địa chỉ email tên đăng nhập. Ví dụ địa chỉ email là abc@gmail.com nhưng thí sinh lại đăng nhập là Abc@gmail.com là KHÔNG ĐÚNG với tài khoản đăng ký abc@gmail.com. Nhiều thiết bị điện tử (máy tính, điện thoại) đặt chế độ tự nhớ mật khẩu (cũ) nên bạn hãy gõ mật khẩu thay vì để tự động đăng nhập."
81,TSA,Điền địa chỉ thường trú và địa chỉ liên lạc phải giống nhau không? Tại chỗ em đang ở thì không phải địa chỉ trong hộ khẩu?,"Không. Địa chỉ thường trú và địa chỉ liên lạc có thể khác nhau

Địa chỉ thường trú là địa chỉ ghi theo sổ hộ khẩu

Còn địa chỉ liên lạc nên điền theo địa chỉ em đang ở. Địa chỉ này được dùng để gửi giấy báo dự thi, phiếu điểm và liên hệ khi cần thiết.

"
82,TSA,Em có nên lập tài khoản thi sớm hay không?,"ĐH Bách khoa HN khuyến khích thí sinh hãy lập tài khoản trước ngày mở cổng đăng ký ca thi; kiểm tra lại thông tin, chỉnh sửa, cập nhật nếu có sai sót trước khi đăng ký dự thi; không nhờ người khác lập tài khoản thi cho bạn để đảm bảo bảo mật thông tin

"
83,TSA,Em có thể đổi ca thi/chuyển suất thi với bạn được không?,"Không. ĐH Bách khoa HN không cho phép thí sinh tráo đổi suất thi với nhau. 

"
84,TSA,"Trong trường hợp gặp lỗi, em có thể liên hệ qua đâu để được hỗ trợ?","Mọi thông tin thắc mắc hoặc cần hỗ trợ giải đáp, thí sinh có thể liên hệ tới các kênh hỗ trợ:

Hotline: 084 868 3408

Group “K70 – ĐHBKHN” 

Group “Kỳ thi Đánh giá tư duy“

Fanpage “Tuyển sinh Đại học Bách khoa Hà Nội” 

Email: tuyensinh@hust.edu.vn"
85,NEU,"Năm 2026, Đại học Kinh tế Quốc dân có phương thức tuyển sinh nào?","Năm 2026 Đại học Kinh tế Quốc dân giữ định hướng ổn định, tạo cơ hội công bằng cho thí sinh với 3 phương thức xét tuyển là tuyển thẳng theo quy chế của Bộ GD&ĐT, xét tuyển theo điểm thi tốt nghiệp THPT với 4 tổ hợp A00, A01, D01, D07 và xét tuyển kết hợp."
86,NEU,Các đối tượng xét tuyển kết hợp có gì thay đổi so với năm 2025 không?,"Phương thức xét tuyển kết hợp xét tuyển đối với (1) thí sinh có chứng chỉ quốc tế SAT 1200 điểm hoặc ACT 26 điểm trở lên; (2) thí sinh có các chứng chỉ đánh giá năng lực của ĐHQG Hà Nội 85 điểm hoặc ĐHQG TPHCM 700 điểm hoặc chứng chỉ đánh giá tư duy của ĐH Bách Khoa Hà Nội 60 điểm trở lên; (3) thí sinh có chứng chỉ tiếng Anh quốc tế IELTS 5.5 hoặc TOEFL iBT 46 điểm hoặc TOEIC 4 kỹ năng (L&R 785, S 160, W150) trở lên kết hợp với các chứng chỉ đánh giá năng lực/đánh giá tư duy nói trên; (4) thí sinh có các chứng chỉ tiếng Anh quốc tế nói trên kết hợp với điểm thi THPT năm 2026 của môn Toán và 01 môn còn lại là Văn/Lý/Hóa"
87,NEU,Đại học KTQD có ngành nào mới so với năm 2025 không?,"Năm 2026 Đại học mở mới 15 ngành/chương trình đào tạo mới có tính chất liên ngành, xuyên ngành gắn với công nghệ, chuyển đổi số theo chuẩn quốc tế như kinh tế số, công nghệ tài chính, công nghệ Marketing, Công nghệ Logistics, Quản trị nhân lực quốc tế…"
88,NEU,"Tôi được biết năm 2026 ĐHKTQD sẽ mở một số ngành về công nghệ số, chuyển đổi số, các ngành này đào tạo như thế nào và có cơ hội việc làm sau khi ra trường ra sao?","ĐHKTQD dự kiến mở một số ngành/chương trình đào tạo mới có tính chất liên ngành, xuyên ngành gắn với công nghệ, chuyển đổi số theo chuẩn quốc tế như kinh tế số, công nghệ tài chính, công nghệ Marketing, Công nghệ Logistics, Quản trị nhân lực quốc tế…Những ngành này là những ngành có cơ hội việc làm cao, ít bị bão hòa so với ngành truyền thống, cơ hội khởi nghiệp cao, phù hợp định hướng phát triển quốc gia, cũng như khả năng làm việc toàn cầu."
89,NEU,"Các chương trình TA, TV, POHE có gì khác biệt ạ?","ĐH KTQD đào tạo đa ngành, đa lĩnh vực bao gồm:
+ 41 ngành đào tạo tiêu chuẩn bằng tiếng Việt (giảng dạy và học tập bằng tiếng Việt)
+ 07 chương trình đào tạo định hướng ứng dụng (POHE)  với thời lượng 30-50% các học phần bằng tiếng Anh và được đi thực tế từ năm thứ 1
+ 20 chương trình đào tạo bằng tiếng Anh (giảng dạy và học tập bằng tiếng Anh)
+ 5 chương trình tiên tiến đào tạo bằng tiếng Anh
+ 16 chương trình chất lượng cao với thời lượng 30-50% các học phần bằng tiếng Anh
+ 15 ngành/CTĐT mới mở năm 2026"
90,NEU,"Năm nay ĐHKTQD tuyển sinh các chương trình tiên tiến chất lượng cao như thế nào, có mã tuyển sinh riêng của các ngành này không?","Năm 2026, ĐHKQTD tuyển sinh các chương trình tiên tiến chất lượng cao ngay từ ban đầu với các mã tuyển sinh gồm có 2 mã đối với chương trình tiên tiến là TT1 và TT2 và 3 mã đối với chương trình chất lượng cao là CLC1, CLC2 và CLC3. Thí sinh trúng tuyển theo các mã tuyển sinh sẽ đăng ký xét tuyển vào các CTĐT cụ thể của mã đó theo điểm xét tuyển, nguyện vọng và chỉ tiêu của từng CTĐT."
91,NEU,Ngành công nghệ tại Trường Đại học Kinh tế Quốc dân có gì khác biệt so với ngành công nghệ của các trường đại học khác? ,"Các ngành đào tạo trong lĩnh vực công nghệ của ĐH KTQD về khoa học cũng cơ bản giống như các Trường đại học khác. Tuy nhiên, ĐHKTQD hướng đến việc ứng dụng, thực hành nhiều hơn trong lĩnh vực kinh tế, quản lý và quản trị kinh doanh. Điều này thể hiện ở việc thiết kế chương trình đào tạo
- Trang bị cho sinh viên một số môn học nền tảng trong lĩnh vực kinh tế (Vi mô, vĩ mô,…);
- Yếu tố khách biệt lớn chính là ở việc thiết kế các môn học/học phần thuộc CTĐT. Trong các môn học về kỹ thuật, có nhiều tình huống, dữ liệu về kinh tế, quản trị kinh doanh để sinh viên được thực hành, ứng dụng các kiến thức của môn học trong lĩnh vực kinh tế, quản lý và quản trị kinh doanh.
- Tại ĐHKTQD các sinh viên được đào tạo về công nghệ nhưng có tư duy cơ bản về kinh tế."
92,NEU,Thí sinh cần lưu ý gì khi chọn ngành để đăng ký vì năm nay có thể số lượng nguyện vọng đăng ký sẽ bị hạn chế,"Để tránh sai sót khi chọn ngành, chọn trường, thí sinh cần lưu ý một số điểm quan trọng dưới đây:
- Cần hiểu rõ bản thân trước khi chọn ngành, đánh giá đúng năng lực học tập khả năng tư duy logic, học công nghệ, ngoại ngữ, giao tiếp và xác định theo sở thích và tính cách của mình.
- Cần tìm hiểu kỹ ngành học, cơ hội việc làm sau khi ra trường… và tìm hiểu cơ sở đào tạo dạy thế nào, chất lượng ra sao vì có nhiều ngành mới, hấp dẫn nhưng có thể không phù hợp với năng lực bản thân.
- Cần nắm được các phương thức xét tuyển của các ngành thuộc các trường đó, nhiều trường sẽ sử dụng nhiều phương thức khác nhau, tổ hợp xét tuyển khác nhau
- Cần có chiến lược sắp xếp nguyện vọng hợp lý như chia nguyện vọng thành các nhóm nguyện vọng cao, ngành hot –  nguyện vọng phù hợp năng lực – nguyện vọng an toàn
- Cần tìm các nguồn tư vấn chính thống như trên cổng thông tin điện tử chính thức của Trường, thông tin trong Đề án tuyển sinh, thông tin tại các buổi tư vấn tuyển sinh hoặc hỏi thầy cô tư vấn, sinh viên học ngành đó"
93,NEU,"Những thông tin tuyển sinh nào cần đặc biệt quan tâm, theo dõi sát sao? ","Thí sinh cũng cần ưu tiên chọn lọc các nguồn thông tin chính thức như website của các trường, Đề án tuyển sinh, … so sánh thông tin nghe được với các nguồn “trôi nổi” để tự sàng lọc, tránh nhiễu loạn thông tin tại các  Tin đồn mạng xã hội hoặc ở các trang web không rõ nguồn."
94,NEU,Tôi có thể theo dõi các thông tin tuyển sinh của ĐHKTQD ở đâu?,"Thí sinh cần thường xuyên theo dõi thông tin tại các địa chỉ sau:
• App tuyển sinh NEU: tải tại mục App store trong điện thoại
• Hệ thống AI hỗ trợ tuyển sinh https://ai.neu.edu.vn/tuyen-sinh
• Cổng thông tin điện tử của ĐH KTQD: https://neu.edu.vn
• Website Phòng Quản lý đào tạo: https://daotao.neu.edu.vn
• Cửa sổ tư vấn tuyển sinh tương tác trực tuyến: https://daotao.neu.edu.vn
• Hotline (trong giờ hành chính): 0888.128.558
• Email: tuvantuyensinh@neu.edu.vn"
95,NEU,Em có thể dùng tổ hợp Toán -Văn -Anh của HSA để xét tuyển tất cả các ngành của NEU không? NEU có quy định nào về xét tuyển HSA bằng tổ hơp khoa học hay tiếng Anh ko ạ ? Nếu em chọn thi HSA bằng tổ hợp Toán- Văn- Anh thì có kết hợp đc với IELTS để xét tuyển không ạ? ,Chứng chỉ HSA đăng ký xét tuyển kết hợp vào NEU không quy định cụ thể tổ hợp nào; do đó thí sinh có thể dùng bất kỳ tổ hợp nào cũng có thể xét được tất cả các ngành và vẫn được kết hợp cùng chứng chỉ IELTS.  
96,NEU,Học sinh trường quốc tế có cần mã số học sinh từ Bộ Giáo dục và Đào tạo Việt Nam để tham gia kỳ xét tuyển không và có được đăng ký xét tuyển kết hợp của NEU không? ,Học sinh học THPT quốc tế vẫn cần có mã số thí sinh trên hệ thống của BGD như một thí sinh tự do và đăng ký xét tuyển kết hợp như bình thường.  
97,NEU,"Thí sinh được giải nhất Khoa học kỹ thuật cấp quốc gia, theo đề án thuộc đối tượng tuyển thẳng thì sẽ được tuyển vào những ngành nào của NEU? ","Trong thông tin tuyển sinh, ĐHKTQD sẽ có quy định đối với đối tượng tuyển thẳng đó là thí sinh sẽ chỉ được đăng ký các ngành theo các lĩnh vực đã đạt giải.  "
98,NEU,Xét tuyển vào trường theo phương thức Xét tuyển kết hợp thì có cần điểm sàn không? ,Điểm sàn hay điểm đảm bảo chất lượng đầu vào đối với phương thức xét tuyển kết hợp là yêu cầu đầu vào của từng chứng chỉ.  
99,NEU,Lịch trình tuyển sinh của ĐHTKQD như thế nào? ,"ĐHKTQD thực hiện theo kế hoạch tuyển sinh của Bộ GD&ĐT và kế hoạch của Đại học, hiện tại đã công bố Thông tin tuyển sinh lần 1, dự kiến sẽ công bố thông tin tuyển sinh lần 2 vào cuối tháng 2/2026, tổ chức các buổi TVTS trực tiếp, livestream TVTS và Ngày hội Neu Open day từ tháng 2-5/2026, tổ chức tuyển sinh từ tháng 6-8/2026. "
100,NEU,"Cơ hội việc làm cho sinh viên khối ngành kinh tế, quản lý và quản trị kinh doanh như thế nào?","ĐH KTQD chú trọng đào tạo ra nguồn nhân lực chất lượng cao ở các lĩnh vực đào tạo với nền tảng tư duy khoa học; khả năng tự học tập và kỹ năng thích ứng nhanh với sự thay đổi của môi trường kinh tế - xã hội.  sinh viên của ĐH KTQD không chỉ giỏi về chuyên môn chuyên ngành mà còn có kiến thức cơ bản và tư duy về dữ liệu, khả năng sử dụng, ứng dụng AI,… giúp sinh viên thích ứng được với đòi hỏi ngày càng cao của thị trường lao động trong kỷ nguyên số."
